Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,12/05/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        12/03",-2.48,DEBIT_CARD,1262.60,,
DEBIT,12/05/2016,"TACO BELL #30912 PARKERSBURG WV              12/03",-2.13,DEBIT_CARD,1265.08,,
DEBIT,12/05/2016,"Payment to Chase card ending in 7433 12/05",-117.00,ACCT_XFER,1267.21,,
DEBIT,12/05/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        12/02",-7.73,DEBIT_CARD,1384.21,,
DEBIT,12/05/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        12/05",-7.73,DEBIT_CARD,1391.94,,
DEBIT,12/05/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        12/05",-10.66,DEBIT_CARD,1399.67,,
DEBIT,12/05/2016,"DON EMILIOS RESTAURANT PARKERSBURG WV        12/01",-25.12,DEBIT_CARD,1410.33,,
CREDIT,12/05/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.26,ACH_CREDIT,1435.45,,
DEBIT,12/02/2016,"THIRD STREET DELI - PA PARKERSBURG WV        12/01",-10.43,DEBIT_CARD,146.19,,
DEBIT,12/01/2016,"FAMILY DOLLAR # PARKERSBURG WV               12/01",-17.27,DEBIT_CARD,156.62,,
DEBIT,12/01/2016,"DOLLAR TR 130 PARK CEN PARKERSBURG WV        12/01",-7.24,DEBIT_CARD,173.89,,
DEBIT,12/01/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        12/01",-42.82,DEBIT_CARD,181.13,,
DEBIT,12/01/2016,"Payment to Chase card ending in 2079 12/01",-25.00,ACCT_XFER,223.95,,
CREDIT,12/01/2016,"MICROBAC LABS    DIRECT DEP                 PPD ID: 9111111103",237.52,ACH_CREDIT,248.95,,
DEBIT,11/28/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          11/26",-9.99,DEBIT_CARD,11.43,,
DEBIT,11/28/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV658296  11/26",-25.33,DEBIT_CARD,21.42,,
DEBIT,11/28/2016,"MCDONALD'S F3615 PARKERSBURG WV              11/26",-6.30,DEBIT_CARD,46.75,,
DEBIT,11/28/2016,"MEDEXPRESS UC S PARKER PARKERSBURG WV        11/25",-35.00,DEBIT_CARD,53.05,,
DEBIT,11/25/2016,"RITE AID STORE - 1405 PARKERSBURG WV 199011  11/25",-8.77,DEBIT_CARD,88.05,,
DEBIT,11/25/2016,"Payment to Chase card ending in 9786 11/25",-130.00,ACCT_XFER,96.82,,
DEBIT,11/25/2016,"RUBINS DELI PARKERSBURG WV                   11/22",-25.00,DEBIT_CARD,226.82,,
DEBIT,11/23/2016,"PAYPAL *SAHANCOCK 4029357733 CA              11/21",-3.19,DEBIT_CARD,251.82,,
DEBIT,11/22/2016,"BP#6457006PAR MAR STOR PARKERSBURG WV        11/21",-15.00,DEBIT_CARD,255.01,,
DEBIT,11/22/2016,"PARKERSBURG RURAL KING PARKERSBURG WV        11/21",-32.17,DEBIT_CARD,270.01,,
DEBIT,11/21/2016,"CBS ALL ACCESS 888-274-5343 CA               11/19",-5.99,DEBIT_CARD,302.18,,
DEBIT,11/21/2016,"CAPITAL ONE      ONLINE PMT 632639919412491 WEB ID: 9279744991",-25.00,ACH_DEBIT,308.17,,
DEBIT,11/21/2016,"Old Navy CC      OLDN EPAY  1188345253      WEB ID: 9069872103",-25.00,ACH_DEBIT,333.17,,
DEBIT,11/21/2016,"PAYMENT FOR AMZ  STORECARD  1188347354      WEB ID: 9069872103",-25.00,ACH_DEBIT,358.17,,
DEBIT,11/21/2016,"Lowes CC         LWS EPAY   1188344445      WEB ID: 9069872103",-51.00,ACH_DEBIT,383.17,,
DEBIT,11/21/2016,"CAPITAL ONE      ONLINE PMT 632639919412490 WEB ID: 9279744991",-183.00,ACH_DEBIT,434.17,,
DEBIT,11/21/2016,"RITE AID STORE - 1473 VIENNA WV      598839  11/21",-16.36,DEBIT_CARD,617.17,,
DEBIT,11/21/2016,"TRACFONE    *AIRTIME TRACFONE.COM FL         11/21",-10.86,DEBIT_CARD,633.53,,
DEBIT,11/21/2016,"TRACFONE    *AIRTIME TRACFONE.COM FL         11/21",-10.86,DEBIT_CARD,644.39,,
DEBIT,11/21/2016,"TRACFONE    *AIRTIME TRACFONE.COM FL         11/21",-10.86,DEBIT_CARD,655.25,,
DEBIT,11/21/2016,"Online Payment 5812152417 To DOMINION HOPE 11/21",-34.90,BILLPAY,666.11,,
DEBIT,11/21/2016,"Online Payment 5812151320 To MONONGAHELA POWER 11/21",-190.66,BILLPAY,701.01,,
DEBIT,11/21/2016,"Online Payment 5812138495 To City of Parkersburg 11/21",-26.29,BILLPAY,891.67,,
DEBIT,11/21/2016,"Online Payment 5812138448 To PARKERSBURG UTILITY WV 11/21",-102.68,BILLPAY,917.96,,
DEBIT,11/21/2016,"SUDDENLINK COMMUNICTN 304-343-3343 MO        11/21",-94.96,DEBIT_CARD,1020.64,,
DEBIT,11/21/2016,"KMART 3218 PARKERSBURG WV                    11/20",-22.45,DEBIT_CARD,1115.60,,
DEBIT,11/21/2016,"BURGER KING #12920 PARKERSBURG WV            11/20",-3.52,DEBIT_CARD,1138.05,,
DEBIT,11/21/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        11/20",-57.87,DEBIT_CARD,1141.57,,
DEBIT,11/21/2016,"MCHAPPY'S BAKE SHOPPE BELPRE OH              11/20",-13.88,DEBIT_CARD,1199.44,,
DEBIT,11/21/2016,"GIHON VILLAGE F PARKERSBURG WV               11/19",-7.53,DEBIT_CARD,1213.32,,
DEBIT,11/21/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        11/19",-5.35,DEBIT_CARD,1220.85,,
DEBIT,11/21/2016,"KROGER    1008 LEE STR BELPRE OH             11/19",-145.24,DEBIT_CARD,1226.20,,
DEBIT,11/21/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV001627  11/19",-53.47,DEBIT_CARD,1371.44,,
CREDIT,11/21/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.26,ACH_CREDIT,1424.91,,
DEBIT,11/18/2016,"MCDONALD'S F3615 PARKERSBURG WV              11/17",-2.02,DEBIT_CARD,135.65,,
DEBIT,11/18/2016,"DON EMILIOS RESTAURANT PARKERSBURG WV        11/16",-21.39,DEBIT_CARD,137.67,,
DEBIT,11/17/2016,"BIG LOTS STORES 2107 P PARKERSBURG WV415289  11/17",-14.10,DEBIT_CARD,159.06,,
DEBIT,11/17/2016,"SQ *KASE'S CANDIES Parkersburg WV            11/16",-7.57,DEBIT_CARD,173.16,,
DEBIT,11/17/2016,"THE ORIGINAL PIZZA PLAC VIENNA WV            11/16",-8.39,DEBIT_CARD,180.73,,
CREDIT,11/17/2016,"MICROBAC LABS    DIRECT DEP                 PPD ID: 9111111103",127.73,ACH_CREDIT,189.12,,
DEBIT,11/16/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-227.10,ACH_DEBIT,61.39,,
DEBIT,11/16/2016,"SPENCER GIFTS #340 PARKERSBURG WV    380920  11/16",-6.41,DEBIT_CARD,288.49,,
DEBIT,11/16/2016,"MCDONALD'S F5863 MARIETTA OH                 11/15",-5.82,DEBIT_CARD,294.90,,
DEBIT,11/16/2016,"MCDONALD'S F3615 PARKERSBURG WV              11/15",-2.02,DEBIT_CARD,300.72,,
DEBIT,11/15/2016,"BARCLAYCARD US   CREDITCARD 413640830       WEB ID: 2510407970",-43.56,ACH_DEBIT,302.74,,
DEBIT,11/15/2016,"BURGER KING #12920 PARKERSBURG WV            11/14",-3.52,DEBIT_CARD,346.30,,
CREDIT,11/15/2016,"ATM CASH DEPOSIT 11/15 321 MAIN ST BELPRE OH",100.00,ATM,349.82,,
DEBIT,11/14/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         11/12",-11.99,DEBIT_CARD,249.82,,
DEBIT,11/14/2016,"BURGER KING #12920 PARKERSBURG WV            11/13",-2.99,DEBIT_CARD,261.81,,
DEBIT,11/14/2016,"MCDONALD'S F3615 PARKERSBURG WV              11/12",-8.11,DEBIT_CARD,264.80,,
DEBIT,11/14/2016,"SONIC DRIVE IN #5849 PARKERSBURG WV          11/12",-19.67,DEBIT_CARD,272.91,,
DEBIT,11/14/2016,"OLLIES BARGAIN OUTLET PARKERSBURG WV         11/12",-32.09,DEBIT_CARD,292.58,,
DEBIT,11/14/2016,"MCDONALD'S F3615 PARKERSBURG WV              11/12",-5.54,DEBIT_CARD,324.67,,
DEBIT,11/14/2016,"BLIZZARD ENT*WOW SUB BLIZZARD.COM CA         11/12",-14.99,DEBIT_CARD,330.21,,
DEBIT,11/14/2016,"PET SUPPLIES PLUS #153 VIENNA WV     297273  11/11",-16.54,DEBIT_CARD,345.20,,
DEBIT,11/14/2016,"CHICK-FIL-A #00629 PARKERSBURG WV            11/11",-2.13,DEBIT_CARD,361.74,,
DEBIT,11/14/2016,"BATH & BODY WORKS 0519 PARKERSBURG WV292028  11/11",-27.82,DEBIT_CARD,363.87,,
DEBIT,11/14/2016,"THIRD STREET DELI - PA PARKERSBURG WV        11/10",-18.73,DEBIT_CARD,391.69,,
DEBIT,11/10/2016,"KOHL'S DEPT STRS CHG PYMT   043000092535880 WEB ID: 9044021343",-27.00,ACH_DEBIT,410.42,,
DEBIT,11/10/2016,"PENN STATION 241 VIENNA WV                   11/09",-36.23,DEBIT_CARD,437.42,,
DEBIT,11/10/2016,"BLIZZARD ENT*WOW SUB BLIZZARD.COM CA         11/09",-14.99,DEBIT_CARD,473.65,,
DEBIT,11/09/2016,"QUICKEN LOANS    MTG PYMTS  3357858229      WEB ID: 9112356513",-670.35,ACH_DEBIT,488.64,,
DEBIT,11/09/2016,"GIHON VILLAGE F PARKERSBURG WV               11/09",-6.06,DEBIT_CARD,1158.99,,
DEBIT,11/09/2016,"RITE AID STORE - 1405 PARKERSBURG WV 409344  11/09",-3.29,DEBIT_CARD,1165.05,,
DEBIT,11/09/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        11/09",-17.28,DEBIT_CARD,1168.34,,
DEBIT,11/09/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        11/09",-8.43,DEBIT_CARD,1185.62,,
DEBIT,11/09/2016,"DOLLAR-GE 4 8TH AVE PARKERSBURG WV           11/09",-16.59,DEBIT_CARD,1194.05,,
DEBIT,11/09/2016,"GOODWILL KV VIENNA 3 VIENNA WV       229133  11/09",-15.49,DEBIT_CARD,1210.64,,
DEBIT,11/09/2016,"MCDONALD'S F5863 MARIETTA OH                 11/08",-5.42,DEBIT_CARD,1226.13,,
DEBIT,11/09/2016,"MCDONALD'S F3615 PARKERSBURG WV              11/08",-2.02,DEBIT_CARD,1231.55,,
DEBIT,11/09/2016,"NEW CHINA PARKERSBURG WV                     11/07",-10.53,DEBIT_CARD,1233.57,,
DEBIT,11/08/2016,"JCPenney CC      JCP EPAY   1178929088      WEB ID: 9069872103",-35.00,ACH_DEBIT,1244.10,,
DEBIT,11/08/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-66.00,ACH_DEBIT,1279.10,,
DEBIT,11/08/2016,"1875 Great Clips at Ma PARKERSBURG WV        11/07",-15.00,DEBIT_CARD,1345.10,,
DEBIT,11/07/2016,"CAPITAL ONE      ONLINE PMT 631239919436844 WEB ID: 9279744991",-25.00,ACH_DEBIT,1360.10,,
DEBIT,11/07/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        11/07",-9.33,DEBIT_CARD,1385.10,,
DEBIT,11/07/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        11/07",-22.92,DEBIT_CARD,1394.43,,
DEBIT,11/07/2016,"Payment to Chase card ending in 9786 11/07",-25.00,ACCT_XFER,1417.35,,
DEBIT,11/07/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        11/07",-23.49,DEBIT_CARD,1442.35,,
DEBIT,11/07/2016,"Payment to Chase card ending in 7433 11/07",-114.00,ACCT_XFER,1465.84,,
DEBIT,11/07/2016,"GIHON VILLAGE F PARKERSBURG WV               11/06",-9.79,DEBIT_CARD,1579.84,,
DEBIT,11/07/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV660163  11/06",-15.89,DEBIT_CARD,1589.63,,
DEBIT,11/07/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        11/06",-29.39,DEBIT_CARD,1605.52,,
DEBIT,11/07/2016,"BURGER KING #2692 VIENNA WV                  11/04",-2.45,DEBIT_CARD,1634.91,,
CREDIT,11/07/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.92,ACH_CREDIT,1637.36,,
DEBIT,11/04/2016,"TACO BELL #30912 PARKERSBURG WV              11/03",-6.20,DEBIT_CARD,347.44,,
DEBIT,11/04/2016,"HONEYBAKED HAM 2230-P2 PARKERSBURG WV        11/02",-21.05,DEBIT_CARD,353.64,,
DEBIT,11/03/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        11/03",-12.69,DEBIT_CARD,374.69,,
DEBIT,11/03/2016,"KROGER    1008 LEE STR BELPRE OH             11/03",-121.00,DEBIT_CARD,387.38,,
DEBIT,11/03/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        11/03",-16.91,DEBIT_CARD,508.38,,
DEBIT,11/03/2016,"GABRIEL BROS-PA PARKERSBURG WV               11/03",-8.53,DEBIT_CARD,525.29,,
DEBIT,11/03/2016,"OFFICE DEPOT 00 4030 M PARKERSBURG WV433691  11/03",-13.89,DEBIT_CARD,533.82,,
DEBIT,11/03/2016,"MCDONALD'S F5863 MARIETTA OH                 11/02",-3.92,DEBIT_CARD,547.71,,
DEBIT,11/02/2016,"Payment to Chase card ending in 2079 11/02",-25.00,ACCT_XFER,551.63,,
DEBIT,11/02/2016,"THIRD STREET DELI - PA PARKERSBURG WV        11/01",-6.69,DEBIT_CARD,576.63,,
DEBIT,11/01/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        11/01",-21.39,DEBIT_CARD,583.32,,
DEBIT,11/01/2016,"DOLLAR TREE PARKERSBURG WV                   10/31",-10.70,DEBIT_CARD,604.71,,
DEBIT,11/01/2016,"MCDONALD'S F3615 PARKERSBURG WV              10/31",-2.33,DEBIT_CARD,615.41,,
DEBIT,11/01/2016,"FAMILY DOLLAR #0715 PARKERSBURG WV           10/31",-7.22,DEBIT_CARD,617.74,,
CREDIT,11/01/2016,"CAPITAL ONE N.A. CAPITALONE                 PPD ID: 1510394779",200.00,ACH_CREDIT,624.96,,
DEBIT,10/31/2016,"GIHON VILLAGE F PARKERSBURG WV               10/31",-10.65,DEBIT_CARD,424.96,,
DEBIT,10/31/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV062172  10/31",-18.93,DEBIT_CARD,435.61,,
DEBIT,10/31/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        10/30",-5.75,DEBIT_CARD,454.54,,
DEBIT,10/31/2016,"BURGER KING #12920 PARKERSBURG WV            10/30",-4.58,DEBIT_CARD,460.29,,
DEBIT,10/31/2016,"RITE AID STORE - 1405 PARKERSBURG WV 069440  10/29",-105.85,DEBIT_CARD,464.87,,
DEBIT,10/31/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        10/29",-121.29,DEBIT_CARD,570.72,,
DEBIT,10/31/2016,"MCDONALD'S F3615 PARKERSBURG WV              10/29",-6.07,DEBIT_CARD,692.01,,
DEBIT,10/31/2016,"CAPTAIN DS 35500035519 PARKERSBURG WV        10/28",-15.48,DEBIT_CARD,698.08,,
DEBIT,10/31/2016,"STARBUCKS STORE 03452 CHARLESTON WV          10/28",-4.98,DEBIT_CARD,713.56,,
DEBIT,10/27/2016,"SAMS CLUB SAM'S Club VIENNA WV               10/27",-96.14,DEBIT_CARD,718.54,,
DEBIT,10/27/2016,"PIZZA HUT #027286 PARKERSBURG WV             10/26",-27.82,DEBIT_CARD,814.68,,
DEBIT,10/27/2016,"DICARLO'S PIZZA PARKERSBURG WV               10/27",-17.63,DEBIT_CARD,842.50,,
DEBIT,10/26/2016,"RITE AID STORE - 1405 PARKERSBURG WV 178215  10/26",-8.04,DEBIT_CARD,860.13,,
DEBIT,10/26/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        10/26",-15.30,DEBIT_CARD,868.17,,
DEBIT,10/25/2016,"Old Navy CC      OLDN EPAY  1170279282      WEB ID: 9069872103",-25.00,ACH_DEBIT,883.47,,
DEBIT,10/25/2016,"Lowes CC         LWS EPAY   1170278227      WEB ID: 9069872103",-25.00,ACH_DEBIT,908.47,,
DEBIT,10/25/2016,"PAYMENT FOR AMZ  STORECARD  1170279587      WEB ID: 9069872103",-25.00,ACH_DEBIT,933.47,,
DEBIT,10/25/2016,"Online Payment 5751119736 To MONONGAHELA POWER 10/25",-115.96,BILLPAY,958.47,,
DEBIT,10/25/2016,"Online Payment 5751119731 To DOMINION HOPE 10/25",-21.89,BILLPAY,1074.43,,
DEBIT,10/25/2016,"MCDONALD'S F3615 PARKERSBURG WV              10/24",-8.09,DEBIT_CARD,1096.32,,
DEBIT,10/24/2016,"CAPITAL ONE      ONLINE PMT 629839919522768 WEB ID: 9279744991",-174.00,ACH_DEBIT,1104.41,,
DEBIT,10/24/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        10/24",-69.22,DEBIT_CARD,1278.41,,
DEBIT,10/24/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        10/23",-3.21,DEBIT_CARD,1347.63,,
CREDIT,10/24/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.92,ACH_CREDIT,1350.84,,
DEBIT,10/21/2016,"CBS ALL ACCESS 888-274-5343 CA               10/19",-5.99,DEBIT_CARD,60.92,,
DEBIT,10/20/2016,"POPEYE'S #12190 VIENNA WV                    10/19",-30.04,DEBIT_CARD,66.91,,
DEBIT,10/20/2016,"SUDDENLINK COMMUNICTN 304-343-3343 MO        10/20",-94.97,DEBIT_CARD,96.95,,
DEBIT,10/19/2016,"MCHAPPY'S BAKE SHOPPE BELPRE OH              10/20",-14.17,DEBIT_CARD,191.92,,
DEBIT,10/19/2016,"BV SOUTHSIDE AQUARIUM PARKERSBURG WV         10/18",-46.80,DEBIT_CARD,206.09,,
DEBIT,10/19/2016,"WENDY'S #4103 PARKERSBURG WV                 10/18",-5.44,DEBIT_CARD,252.89,,
DEBIT,10/18/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        10/18",-13.13,DEBIT_CARD,258.33,,
DEBIT,10/18/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV564936  10/18",-15.89,DEBIT_CARD,271.46,,
CREDIT,10/18/2016,"Online Transfer 5728657929 from One Community FCU ####9000 transaction #: 5728657929 10/18",150.00,ACCT_XFER,287.35,,
DEBIT,10/17/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-227.10,ACH_DEBIT,137.35,,
DEBIT,10/17/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        10/16",-9.84,DEBIT_CARD,364.45,,
DEBIT,10/17/2016,"1875 Great Clips at Ma PARKERSBURG WV        10/14",-18.00,DEBIT_CARD,374.29,,
DEBIT,10/13/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         10/12",-11.99,DEBIT_CARD,392.29,,
DEBIT,10/12/2016,"Payment to Chase card ending in 9786 10/12",-25.00,ACCT_XFER,404.28,,
DEBIT,10/12/2016,"BLIZZARD ENT*WOW SUB BLIZZARD.COM CA         10/12",-14.99,DEBIT_CARD,429.28,,
DEBIT,10/12/2016,"Online Payment 5723521384 To City of Parkersburg 10/12",-26.29,BILLPAY,444.27,,
DEBIT,10/12/2016,"Online Payment 5723521378 To PARKERSBURG UTILITY WV 10/12",-139.67,BILLPAY,470.56,,
DEBIT,10/11/2016,"JCPenney CC      JCP EPAY   1160689754      WEB ID: 9069872103",-25.00,ACH_DEBIT,610.23,,
DEBIT,10/11/2016,"CAPITAL ONE      ONLINE PMT 628439919400327 WEB ID: 9279744991",-25.00,ACH_DEBIT,635.23,,
DEBIT,10/11/2016,"KOHL'S DEPT STRS CHG PYMT   043000095949042 WEB ID: 9044021343",-27.00,ACH_DEBIT,660.23,,
DEBIT,10/11/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        10/11",-25.97,DEBIT_CARD,687.23,,
DEBIT,10/11/2016,"BLIZZARD ENT*WOW SUB BLIZZARD.COM CA         10/09",-14.99,DEBIT_CARD,713.20,,
DEBIT,10/11/2016,"Payment to Chase card ending in 7433 10/11",-115.00,ACCT_XFER,728.19,,
DEBIT,10/11/2016,"MCDONALD'S F3615 PARKERSBURG WV              10/09",-3.83,DEBIT_CARD,843.19,,
DEBIT,10/11/2016,"PAYPAL *NAPSTER 402-935-7733 CA              10/09",-95.90,DEBIT_CARD,847.02,,
DEBIT,10/11/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        10/08",-32.29,DEBIT_CARD,942.92,,
DEBIT,10/11/2016,"SAM'S Club VIENNA WV                         10/08",-159.10,DEBIT_CARD,975.21,,
DEBIT,10/11/2016,"KROGER    1008 LEE STR BELPRE OH             10/08",-160.52,DEBIT_CARD,1134.31,,
DEBIT,10/11/2016,"SPEEDWAY 09743 BEL BELPRE OH                 10/08",-25.00,DEBIT_CARD,1294.83,,
CREDIT,10/11/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.92,ACH_CREDIT,1319.83,,
DEBIT,10/07/2016,"QUICKEN LOANS    MTG PYMTS  3357858229      WEB ID: 9112356513",-670.35,ACH_DEBIT,29.91,,
CREDIT,10/05/2016,"Online Transfer 5702168774 from One Community FCU ####9000 transaction #: 5702168774 10/05",200.00,ACCT_XFER,700.26,,
DEBIT,10/04/2016,"WENDY'S #4103 PARKERSBURG WV                 10/03",-7.67,DEBIT_CARD,500.26,,
DEBIT,10/03/2016,"PAYPAL           INST XFER  HUMBLEBUNDL     WEB ID: PAYPALSI77",-8.00,ACH_DEBIT,507.93,,
DEBIT,10/03/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        10/02",-26.02,DEBIT_CARD,515.93,,
DEBIT,10/03/2016,"MCDONALD'S F3615 PARKERSBURG WV              10/01",-6.29,DEBIT_CARD,541.95,,
DEBIT,10/03/2016,"SONIC DRIVE IN #5849 PARKERSBURG WV          10/01",-12.28,DEBIT_CARD,548.24,,
DEBIT,10/03/2016,"BIG LOTS STORES - #018 PARKERSBURG WV        09/30",-15.56,DEBIT_CARD,560.52,,
DEBIT,10/03/2016,"DON EMILIOS RESTAURANT PARKERSBURG WV        09/30",-29.66,DEBIT_CARD,576.08,,
DSLIP,10/03/2016,"REMOTE ONLINE DEPOSIT #          1",0.10,CHECK_DEPOSIT,605.74,1,
DEBIT,09/30/2016,"WENDY'S #4103 PARKERSBURG WV                 09/29",-11.40,DEBIT_CARD,605.64,,
DEBIT,09/29/2016,"KROGER    930 DIVISON PARKERSBURG WV         09/29",-5.34,DEBIT_CARD,617.04,,
DEBIT,09/29/2016,"ADVANCE AUTO PA PARKERSBURG WV               09/29",-26.74,DEBIT_CARD,622.38,,
DEBIT,09/29/2016,"SONIC DRIVE IN #5849 PARKERSBURG WV          09/28",-15.81,DEBIT_CARD,649.12,,
DEBIT,09/29/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          09/28",-9.99,DEBIT_CARD,664.93,,
CREDIT,09/29/2016,"CAPITAL ONE N.A. CAPITALONE                 PPD ID: 1510394779",200.00,ACH_CREDIT,674.92,,
DEBIT,09/28/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-67.00,ACH_DEBIT,474.92,,
DEBIT,09/28/2016,"VZ WIRELESS VE   VZW WEBPAY 9817265         WEB ID: 0000751800",-189.19,ACH_DEBIT,541.92,,
DEBIT,09/28/2016,"RITE AID STORE - 1405 PARKERSBURG WV 469596  09/28",-2.22,DEBIT_CARD,731.11,,
DEBIT,09/28/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        09/28",-82.16,DEBIT_CARD,733.33,,
DEBIT,09/28/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        09/28",-4.28,DEBIT_CARD,815.49,,
DEBIT,09/28/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV830537  09/28",-28.60,DEBIT_CARD,819.77,,
DEBIT,09/27/2016,"Online Payment 5689645404 To DOMINION HOPE 09/27",-18.82,BILLPAY,848.37,,
DEBIT,09/27/2016,"Online Payment 5689645418 To MONONGAHELA POWER 09/27",-144.96,BILLPAY,867.19,,
DEBIT,09/27/2016,"Payment to Chase card ending in 2079 09/27",-25.00,ACCT_XFER,1012.15,,
DEBIT,09/27/2016,"PAR MAR #3 PARKERSBURG WV                    09/27",-5.33,DEBIT_CARD,1037.15,,
DEBIT,09/27/2016,"WENDY'S #4103 PARKERSBURG WV                 09/26",-4.04,DEBIT_CARD,1042.48,,
DEBIT,09/26/2016,"Old Navy CC      OLDN EPAY  1150659836      WEB ID: 9069872103",-25.00,ACH_DEBIT,1046.52,,
DEBIT,09/26/2016,"PAYMENT FOR AMZ  STORECARD  1150660313      WEB ID: 9069872103",-25.00,ACH_DEBIT,1071.52,,
DEBIT,09/26/2016,"CAPITAL ONE      ONLINE PMT 626839919229225 WEB ID: 9279744991",-79.00,ACH_DEBIT,1096.52,,
DEBIT,09/26/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        09/26",-66.12,DEBIT_CARD,1175.52,,
DEBIT,09/26/2016,"GIHON VILLAGE F PARKERSBURG WV               09/25",-13.82,DEBIT_CARD,1241.64,,
DEBIT,09/26/2016,"GIHON VILLAGE F PARKERSBURG WV               09/25",-7.99,DEBIT_CARD,1255.46,,
DEBIT,09/26/2016,"MCDONALD'S F3615 PARKERSBURG WV              09/25",-16.30,DEBIT_CARD,1263.45,,
DEBIT,09/26/2016,"KROGER    930 DIVISON PARKERSBURG WV         09/24",-45.88,DEBIT_CARD,1279.75,,
DEBIT,09/26/2016,"MCHAPPY'S BAKE SHOPPE BELPRE OH              09/23",-6.99,DEBIT_CARD,1325.63,,
CREDIT,09/26/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.92,ACH_CREDIT,1332.62,,
DEBIT,09/23/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV390458  09/23",-13.95,DEBIT_CARD,42.70,,
DEBIT,09/22/2016,"MCDONALD'S F3615 PARKERSBURG WV              09/21",-2.02,DEBIT_CARD,56.65,,
DEBIT,09/21/2016,"CBS ALL ACCESS 888-274-5343 CA               09/19",-5.99,DEBIT_CARD,58.67,,
DEBIT,09/21/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        09/21",-5.00,DEBIT_CARD,64.66,,
DEBIT,09/21/2016,"MCDONALD'S F3615 PARKERSBURG WV              09/20",-11.41,DEBIT_CARD,69.66,,
DEBIT,09/19/2016,"Lowes CC         LWS EPAY   1146618196      WEB ID: 9069872103",-25.00,ACH_DEBIT,81.07,,
DEBIT,09/19/2016,"CVS/PHARMACY #06 06276 PARKERSBURG WV851416  09/19",-9.26,DEBIT_CARD,106.07,,
DEBIT,09/19/2016,"BURGER KING #12920 PARKERSBURG WV            09/18",-5.86,DEBIT_CARD,115.33,,
DEBIT,09/19/2016,"PAR MAR #3 PARKERSBURG WV                    09/17",-2.99,DEBIT_CARD,121.19,,
DEBIT,09/19/2016,"GREAT AMERICAN COOKIE VIENNA WV              09/16",-8.54,DEBIT_CARD,124.18,,
DEBIT,09/19/2016,"GARYS ALWAYS HOT PARKERSBURG WV              09/16",-11.97,DEBIT_CARD,132.72,,
